Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
36.0,0,1,7,11.0,160000.0,0,8,0
25.0,1,1,16,3.0,65000.0,0,0,0
30.0,0,2,24,7.0,120000.0,1,7,0
28.0,1,3,46,6.0,105000.0,0,8,0
26.0,0,1,77,5.0,85000.0,0,0,1
28.0,1,2,16,7.0,110000.0,0,8,0
34.0,0,3,46,12.0,170000.0,0,2,0
31.0,0,1,19,9.0,140000.0,3,3,0
24.0,1,0,3,1.0,30000.0,1,0,0
29.0,0,1,56,6.0,95000.0,3,3,0
27.0,1,2,65,4.0,80000.0,4,5,0
33.0,0,3,19,10.0,155000.0,2,9,0
21.0,1,0,67,0.0,25000.0,2,9,0
36.0,0,1,7,11.0,160000.0,2,9,0
25.0,1,1,16,3.0,65000.0,3,3,0
30.0,0,2,24,7.0,120000.0,3,4,0
28.0,1,3,46,6.0,105000.0,1,0,0
26.0,0,1,77,5.0,85000.0,3,0,1
28.0,1,2,16,7.0,110000.0,1,0,0
34.0,0,3,46,12.0,170000.0,3,0,0
31.0,0,1,19,9.0,140000.0,1,2,0
24.0,1,0,3,1.0,30000.0,0,2,0
29.0,0,1,56,6.0,95000.0,0,2,0
27.0,1,2,65,4.0,80000.0,0,2,0
33.0,0,3,19,10.0,155000.0,1,0,0
21.0,1,0,67,0.0,25000.0,3,3,0
36.0,0,1,7,11.0,160000.0,2,0,0
25.0,1,1,16,3.0,65000.0,4,2,0
30.0,0,2,24,7.0,120000.0,4,2,0
28.0,1,3,46,6.0,105000.0,3,4,0
26.0,0,1,77,5.0,85000.0,0,0,1
28.0,1,2,16,7.0,110000.0,0,0,0
34.0,0,3,46,12.0,170000.0,1,0,0
31.0,0,1,19,9.0,140000.0,0,2,0
24.0,1,0,3,1.0,30000.0,3,3,0
29.0,0,1,56,6.0,95000.0,3,0,0
27.0,1,2,65,4.0,80000.0,0,2,0
22.0,1,0,3,0.0,25000.0,1,2,0
45.0,0,1,24,21.0,250000.0,2,9,0
31.0,1,2,65,8.0,120000.0,2,2,0
28.0,0,1,56,4.0,80000.0,4,2,0
29.0,0,1,77,6.0,100000.0,2,9,1
35.0,1,3,46,12.0,170000.0,2,2,0
27.0,0,0,67,3.0,50000.0,0,8,0
33.0,1,1,16,9.0,140000.0,1,2,0
30.0,0,2,24,7.0,120000.0,4,5,0
25.0,1,1,16,2.0,55000.0,2,2,0
26.0,0,1,77,5.0,85000.0,3,3,1
29.0,1,2,65,4.0,80000.0,0,6,0
34.0,0,3,46,12.0,170000.0,1,1,0
31.0,0,1,19,9.0,140000.0,1,7,0
24.0,1,0,3,1.0,30000.0,1,0,0
29.0,0,1,56,6.0,95000.0,1,7,0
27.0,1,2,65,4.0,80000.0,0,0,0
33.0,0,3,19,10.0,155000.0,0,8,0
21.0,1,0,67,0.0,25000.0,4,0,0
36.0,0,1,7,11.0,160000.0,4,2,0
25.0,1,1,16,3.0,65000.0,0,2,0
30.0,0,2,24,7.0,120000.0,2,2,0
28.0,1,3,46,6.0,105000.0,3,0,0
26.0,0,1,77,5.0,85000.0,3,0,1
28.0,1,2,16,7.0,110000.0,0,0,0
34.0,0,3,46,12.0,170000.0,2,2,0
31.0,0,1,19,9.0,140000.0,1,7,0
24.0,1,0,3,1.0,30000.0,1,7,0
29.0,0,1,56,6.0,95000.0,1,1,0
27.0,1,2,65,4.0,80000.0,2,2,0
33.0,0,3,19,10.0,155000.0,2,0,0
21.0,1,0,67,0.0,25000.0,0,0,0
36.0,0,1,7,11.0,160000.0,0,2,0
25.0,1,1,16,3.0,65000.0,3,3,0
30.0,0,2,24,7.0,120000.0,4,2,0
28.0,1,3,46,6.0,105000.0,4,5,0
26.0,0,1,77,5.0,85000.0,1,7,1
28.0,1,2,16,7.0,110000.0,4,5,0
34.0,0,3,46,12.0,170000.0,3,4,0
31.0,0,1,19,9.0,140000.0,1,2,0
24.0,1,0,3,1.0,30000.0,2,9,0
29.0,0,1,56,6.0,95000.0,4,2,0
27.0,1,2,65,4.0,80000.0,1,0,0
33.0,0,3,19,10.0,155000.0,2,0,0
21.0,1,0,67,0.0,25000.0,4,0,0
36.0,0,1,7,11.0,160000.0,2,9,0
25.0,1,1,16,3.0,65000.0,1,2,0
30.0,0,2,24,7.0,120000.0,3,0,0
28.0,1,3,46,6.0,105000.0,3,3,0
26.0,0,1,77,5.0,85000.0,2,0,1
28.0,1,2,16,7.0,110000.0,1,2,0
34.0,0,3,46,12.0,170000.0,0,8,0
31.0,0,1,19,9.0,140000.0,4,0,0
24.0,1,0,3,1.0,30000.0,3,3,0
29.0,0,1,56,6.0,95000.0,1,1,0
27.0,1,2,65,4.0,80000.0,2,2,0
33.0,0,3,19,10.0,155000.0,1,7,0
21.0,1,0,67,0.0,25000.0,4,5,0
36.0,0,1,7,11.0,160000.0,2,0,0
25.0,1,1,16,3.0,65000.0,1,0,0
30.0,0,2,24,7.0,120000.0,0,8,0
28.0,1,3,46,6.0,105000.0,1,2,0
26.0,0,1,77,5.0,85000.0,4,0,1
28.0,1,2,16,7.0,110000.0,2,2,0
34.0,0,3,46,12.0,170000.0,3,3,0
31.0,0,1,19,9.0,140000.0,4,0,0
24.0,1,0,3,1.0,30000.0,3,3,0
29.0,0,1,56,6.0,95000.0,3,0,0
27.0,1,2,65,4.0,80000.0,0,8,0
33.0,0,3,19,10.0,155000.0,2,0,0
21.0,1,0,67,0.0,25000.0,3,3,0
36.0,0,1,7,11.0,160000.0,1,7,0
25.0,1,1,16,3.0,65000.0,3,0,0
30.0,0,2,24,7.0,120000.0,3,0,0
28.0,1,3,46,6.0,105000.0,4,2,0
26.0,0,1,77,5.0,85000.0,1,1,1
28.0,1,2,16,7.0,110000.0,1,0,0
34.0,0,3,46,12.0,170000.0,2,2,0
31.0,0,1,19,9.0,140000.0,0,2,0
24.0,1,0,3,1.0,30000.0,3,4,0
29.0,0,1,56,6.0,95000.0,1,7,0
27.0,1,2,65,4.0,80000.0,1,2,0
33.0,0,3,19,10.0,155000.0,3,0,0
21.0,1,0,67,0.0,25000.0,1,7,0
36.0,0,1,7,11.0,160000.0,1,2,0
25.0,1,1,16,3.0,65000.0,2,9,0
30.0,0,2,24,7.0,120000.0,1,0,0
28.0,1,3,46,6.0,105000.0,2,2,0
26.0,0,1,77,5.0,85000.0,0,6,1
28.0,1,2,16,7.0,110000.0,3,4,0
34.0,0,3,46,12.0,170000.0,1,2,0
31.0,0,1,19,9.0,140000.0,3,4,0
24.0,1,0,3,1.0,30000.0,2,2,0
29.0,0,1,56,6.0,95000.0,3,3,0
27.0,1,2,65,4.0,80000.0,2,2,0
33.0,0,3,19,10.0,155000.0,3,4,0
21.0,1,0,67,0.0,25000.0,4,2,0
36.0,0,1,7,11.0,160000.0,2,2,0
25.0,1,1,16,3.0,65000.0,4,2,0
30.0,0,2,24,7.0,120000.0,1,0,0
28.0,1,3,46,6.0,105000.0,4,2,0
26.0,0,1,77,5.0,85000.0,1,1,1
28.0,1,2,16,7.0,110000.0,3,3,0
34.0,0,3,46,12.0,170000.0,2,9,0
31.0,0,1,19,9.0,140000.0,3,3,0
24.0,1,0,3,1.0,30000.0,0,8,0
29.0,0,1,56,6.0,95000.0,4,2,0
27.0,1,2,65,4.0,80000.0,4,2,0
33.0,0,3,19,10.0,155000.0,4,0,0
21.0,1,0,67,0.0,25000.0,4,5,0
36.0,0,1,7,11.0,160000.0,2,9,0
25.0,1,1,16,3.0,65000.0,0,6,0
30.0,0,2,24,7.0,120000.0,3,3,0
28.0,1,3,46,6.0,105000.0,1,1,0
26.0,0,1,77,5.0,85000.0,1,7,1
28.0,1,2,16,7.0,110000.0,0,8,0
34.0,0,3,46,12.0,170000.0,4,2,0
31.0,0,1,19,9.0,140000.0,3,4,0
24.0,1,0,3,1.0,30000.0,4,0,0
29.0,0,1,56,6.0,95000.0,4,5,0
27.0,1,2,65,4.0,80000.0,4,0,0
33.0,0,3,19,10.0,155000.0,1,7,0
21.0,1,0,67,0.0,25000.0,3,4,0
36.0,0,1,7,11.0,160000.0,1,2,0
23.0,0,1,0,1.0,60000.0,3,0,0
39.0,1,2,16,12.0,150000.0,2,2,0
28.0,0,1,12,4.0,80000.0,2,0,0
31.0,1,3,74,8.0,120000.0,2,0,0
35.0,0,1,13,10.0,130000.0,2,9,0
27.0,1,1,52,2.0,50000.0,1,1,0
42.0,0,2,0,18.0,180000.0,3,3,1
29.0,1,1,125,3.0,60000.0,2,2,0
33.0,0,1,16,7.0,110000.0,4,2,0
24.0,1,0,3,0.0,25000.0,0,0,0
30.0,0,2,12,6.0,100000.0,0,0,0
26.0,1,1,54,3.0,55000.0,1,7,0
32.0,0,3,32,9.0,140000.0,0,2,0
22.0,1,0,126,0.0,25000.0,0,2,0
37.0,0,1,6,12.0,150000.0,0,6,0
38.0,1,2,107,14.0,170000.0,4,0,0
25.0,0,1,0,1.0,55000.0,4,2,0
29.0,1,1,8,4.0,65000.0,3,3,0
27.0,0,1,29,3.0,60000.0,1,7,0
34.0,1,3,61,10.0,150000.0,4,2,0
26.0,0,1,5,2.0,50000.0,4,0,0
31.0,1,2,24,7.0,120000.0,0,8,0
25.0,0,1,0,1.0,55000.0,3,0,0
29.0,1,1,8,4.0,65000.0,3,4,0
27.0,0,1,29,3.0,60000.0,2,9,0
34.0,1,3,61,10.0,150000.0,1,2,0
26.0,0,1,5,2.0,50000.0,3,0,0
31.0,1,2,24,7.0,120000.0,4,5,0
23.0,0,1,0,1.0,60000.0,4,2,0
39.0,1,2,16,12.0,150000.0,4,5,0
28.0,0,1,12,4.0,80000.0,3,0,0
31.0,1,3,74,8.0,120000.0,2,9,0
35.0,0,1,13,10.0,130000.0,0,2,0
27.0,1,1,52,2.0,50000.0,0,2,0
42.0,0,2,0,18.0,180000.0,0,2,1
29.0,1,1,125,3.0,60000.0,1,1,0
33.0,0,1,16,7.0,110000.0,2,2,0
24.0,1,0,3,0.0,25000.0,2,9,0
30.0,0,2,12,6.0,100000.0,3,0,0
26.0,1,1,54,3.0,55000.0,1,7,0
32.0,0,3,32,9.0,140000.0,1,2,0
22.0,1,0,126,0.0,25000.0,0,0,0
37.0,0,1,6,12.0,150000.0,2,2,0
38.0,1,2,107,14.0,170000.0,2,9,0
25.0,0,1,0,1.0,55000.0,0,8,0
29.0,1,1,8,4.0,65000.0,2,9,0
27.0,0,1,29,3.0,60000.0,3,3,0
34.0,1,3,61,10.0,150000.0,3,0,0
26.0,0,1,5,2.0,50000.0,4,5,0
31.0,1,2,24,7.0,120000.0,2,2,0
25.0,0,1,0,1.0,55000.0,4,5,0
29.0,1,1,8,4.0,65000.0,4,0,0
27.0,0,1,29,3.0,60000.0,1,7,0
34.0,1,3,61,10.0,150000.0,1,2,0
26.0,0,1,5,2.0,50000.0,0,0,0
31.0,1,2,24,7.0,120000.0,4,0,0
23.0,0,1,0,1.0,60000.0,4,5,0
39.0,1,2,16,12.0,150000.0,3,4,0
28.0,0,1,12,4.0,80000.0,3,3,0
31.0,1,3,74,8.0,120000.0,3,0,0
35.0,0,1,13,10.0,130000.0,1,0,0
27.0,1,1,52,2.0,50000.0,3,3,0
42.0,0,2,0,18.0,180000.0,2,2,1
29.0,1,1,125,3.0,60000.0,2,2,0
33.0,0,1,16,7.0,110000.0,2,9,0
24.0,1,0,3,0.0,25000.0,1,1,0
30.0,0,2,12,6.0,100000.0,2,9,0
26.0,1,1,54,3.0,55000.0,4,2,0
32.0,0,3,32,9.0,140000.0,2,0,0
22.0,1,0,126,0.0,25000.0,1,0,0
37.0,0,1,6,12.0,150000.0,1,2,0
38.0,1,2,107,14.0,170000.0,4,0,0
25.0,0,1,0,1.0,55000.0,3,4,0
29.0,1,1,8,4.0,65000.0,2,2,0
27.0,0,1,29,3.0,60000.0,3,3,0
34.0,1,3,61,10.0,150000.0,0,6,0
26.0,0,1,5,2.0,50000.0,0,2,0
31.0,1,2,24,7.0,120000.0,1,2,0
25.0,0,1,0,1.0,55000.0,3,4,0
29.0,1,1,8,4.0,65000.0,3,3,0
27.0,0,1,29,3.0,60000.0,0,2,0
34.0,1,3,61,10.0,150000.0,3,3,0
26.0,0,1,5,2.0,50000.0,0,6,0
31.0,1,2,24,7.0,120000.0,2,9,0
23.0,0,1,0,1.0,60000.0,1,1,0
39.0,1,2,16,12.0,150000.0,0,2,0
28.0,0,1,12,4.0,80000.0,3,3,0
31.0,1,3,74,8.0,120000.0,4,2,0
35.0,0,1,13,10.0,130000.0,3,0,0
27.0,1,1,52,2.0,50000.0,1,1,0
42.0,0,2,0,18.0,180000.0,1,2,1
29.0,1,1,125,3.0,60000.0,0,6,0
33.0,0,1,16,7.0,110000.0,1,2,0
24.0,1,0,3,0.0,25000.0,2,0,0
30.0,0,2,12,6.0,100000.0,4,5,0
26.0,1,1,54,3.0,55000.0,2,0,0
32.0,0,3,32,9.0,140000.0,3,4,0
22.0,1,0,126,0.0,25000.0,2,2,0
37.0,0,1,6,12.0,150000.0,1,0,0
38.0,1,2,107,14.0,170000.0,1,1,0
25.0,0,1,0,1.0,55000.0,1,7,0
29.0,1,1,8,4.0,65000.0,0,6,0
27.0,0,1,29,3.0,60000.0,0,6,0
34.0,1,3,61,10.0,150000.0,0,8,0
26.0,0,1,5,2.0,50000.0,2,2,0
31.0,1,2,24,7.0,120000.0,3,0,0
25.0,0,1,0,1.0,55000.0,3,3,0
29.0,1,1,8,4.0,65000.0,1,1,0
27.0,0,1,29,3.0,60000.0,4,5,0
34.0,1,3,61,10.0,150000.0,1,2,0
26.0,0,1,5,2.0,50000.0,0,0,0
31.0,1,2,24,7.0,120000.0,2,9,0
23.0,0,1,0,1.0,60000.0,3,4,0
39.0,1,2,16,12.0,150000.0,1,2,0
28.0,0,1,12,4.0,80000.0,2,9,0
31.0,1,3,74,8.0,120000.0,2,2,0
35.0,0,1,13,10.0,130000.0,4,5,0
27.0,1,1,52,2.0,50000.0,0,2,0
42.0,0,2,0,18.0,180000.0,0,8,1
29.0,1,1,125,3.0,60000.0,2,0,0
33.0,0,1,16,7.0,110000.0,4,2,0
24.0,1,0,3,0.0,25000.0,2,2,0
30.0,0,2,12,6.0,100000.0,4,2,0
28.0,0,1,0,3.0,85000.0,2,2,0
36.0,1,2,107,11.0,160000.0,3,0,0
25.0,0,1,12,1.0,55000.0,1,1,0
29.0,1,3,32,5.0,100000.0,3,3,0
33.0,0,1,13,8.0,120000.0,2,2,0
27.0,1,1,52,2.0,50000.0,0,6,0
43.0,0,2,0,19.0,185000.0,0,6,1
30.0,1,1,125,4.0,65000.0,4,5,0
34.0,0,1,16,9.0,130000.0,3,3,0
25.0,1,0,3,0.0,25000.0,2,0,0
31.0,0,2,12,6.0,100000.0,3,4,0
27.0,1,1,54,3.0,55000.0,2,9,0
33.0,0,3,74,10.0,150000.0,4,0,0
23.0,1,0,126,0.0,25000.0,4,5,0
38.0,0,1,6,13.0,160000.0,4,2,0
39.0,1,2,16,14.0,170000.0,2,9,0
26.0,0,1,0,1.0,55000.0,4,2,0
30.0,1,1,8,4.0,65000.0,2,0,0
28.0,0,1,29,3.0,60000.0,0,0,0
35.0,1,3,61,11.0,160000.0,0,6,0
27.0,0,1,5,2.0,50000.0,0,0,0
32.0,1,2,24,8.0,120000.0,0,6,0
26.0,0,1,0,1.0,55000.0,3,0,0
30.0,1,1,8,4.0,65000.0,2,9,0
28.0,0,1,29,3.0,60000.0,1,7,0
35.0,1,3,61,11.0,160000.0,2,9,0
27.0,0,1,5,2.0,50000.0,3,4,0
32.0,1,2,24,8.0,120000.0,4,5,0
28.0,0,1,0,3.0,85000.0,0,6,0
36.0,1,2,107,11.0,160000.0,1,0,0
25.0,0,1,12,1.0,55000.0,2,0,0
29.0,1,3,32,5.0,100000.0,1,7,0
33.0,0,1,13,8.0,120000.0,4,2,0
27.0,1,1,52,2.0,50000.0,3,4,0
43.0,0,2,0,19.0,185000.0,0,8,1
30.0,1,1,125,4.0,65000.0,3,4,0
34.0,0,1,16,9.0,130000.0,0,2,0
25.0,1,0,3,0.0,25000.0,4,2,0
31.0,0,2,12,6.0,100000.0,4,0,0
27.0,1,1,54,3.0,55000.0,1,1,0
33.0,0,3,74,10.0,150000.0,3,0,0
23.0,1,0,126,0.0,25000.0,0,0,0
38.0,0,1,6,13.0,160000.0,2,2,0
39.0,1,2,16,14.0,170000.0,4,0,0
26.0,0,1,0,1.0,55000.0,2,2,0
30.0,1,1,8,4.0,65000.0,3,3,0
28.0,0,1,29,3.0,60000.0,0,6,0
35.0,1,3,61,11.0,160000.0,0,6,0
27.0,0,1,5,2.0,50000.0,1,1,0
32.0,1,2,24,8.0,120000.0,4,5,0
26.0,0,1,0,1.0,55000.0,3,0,0
30.0,1,1,8,4.0,65000.0,2,0,0
28.0,0,1,29,3.0,60000.0,0,0,0
35.0,1,3,61,11.0,160000.0,3,4,0
27.0,0,1,5,2.0,50000.0,1,2,0
32.0,1,2,24,8.0,120000.0,0,6,0
28.0,0,1,0,3.0,85000.0,2,2,0
36.0,1,2,107,11.0,160000.0,2,9,0
25.0,0,1,12,1.0,55000.0,1,7,0
29.0,1,3,32,5.0,100000.0,1,7,0
33.0,0,1,13,8.0,120000.0,2,0,0
27.0,1,1,52,2.0,50000.0,2,2,0
43.0,0,2,0,19.0,185000.0,3,4,1
30.0,1,1,125,4.0,65000.0,4,5,0
34.0,0,1,16,9.0,130000.0,2,2,0
25.0,1,0,3,0.0,25000.0,1,7,0
31.0,0,2,12,6.0,100000.0,3,4,0
27.0,1,1,54,3.0,55000.0,3,4,0
33.0,0,3,74,10.0,150000.0,2,9,0
23.0,1,0,126,0.0,25000.0,3,0,0
38.0,0,1,6,13.0,160000.0,4,5,0
39.0,1,2,16,14.0,170000.0,1,2,0
26.0,0,1,0,1.0,55000.0,1,0,0
30.0,1,1,8,4.0,65000.0,0,6,0
28.0,0,1,29,3.0,60000.0,0,8,0
35.0,1,3,61,11.0,160000.0,1,7,0
27.0,0,1,5,2.0,50000.0,0,0,0
32.0,1,2,24,8.0,120000.0,0,8,0
26.0,0,1,0,1.0,55000.0,1,1,0
30.0,1,1,8,4.0,65000.0,4,0,0
28.0,0,1,29,3.0,60000.0,0,0,0
35.0,1,3,61,11.0,160000.0,0,6,0
27.0,0,1,5,2.0,50000.0,4,2,0
32.0,1,2,24,8.0,120000.0,1,0,0
28.0,0,1,0,3.0,85000.0,1,2,0
36.0,1,2,107,11.0,160000.0,3,0,0
25.0,0,1,12,1.0,55000.0,2,2,0
29.0,1,3,32,5.0,100000.0,1,1,0
33.0,0,1,13,8.0,120000.0,1,0,0
27.0,1,1,52,2.0,50000.0,1,1,0
43.0,0,2,0,19.0,185000.0,3,0,1
30.0,1,1,125,4.0,65000.0,3,0,0
34.0,0,1,16,9.0,130000.0,3,3,0
25.0,1,0,3,0.0,25000.0,2,9,0
31.0,0,2,12,6.0,100000.0,4,5,0
27.0,1,1,54,3.0,55000.0,1,7,0
33.0,0,3,74,10.0,150000.0,1,0,0
23.0,1,0,126,0.0,25000.0,3,4,0
38.0,0,1,6,13.0,160000.0,3,3,0
39.0,1,2,16,14.0,170000.0,2,9,0
26.0,0,1,0,1.0,55000.0,0,6,0
30.0,1,1,8,4.0,65000.0,1,2,0
28.0,0,1,29,3.0,60000.0,1,2,0
35.0,1,3,61,11.0,160000.0,4,2,0
27.0,0,1,5,2.0,50000.0,4,5,0
32.0,1,2,24,8.0,120000.0,4,0,0
26.0,0,1,0,1.0,55000.0,4,5,0
30.0,1,1,8,4.0,65000.0,0,0,0
28.0,0,1,29,3.0,60000.0,2,9,0
35.0,1,3,61,11.0,160000.0,2,0,0
27.0,0,1,5,2.0,50000.0,4,0,0
32.0,1,2,24,8.0,120000.0,0,8,0
28.0,0,1,0,3.0,85000.0,2,2,0
36.0,1,2,107,11.0,160000.0,4,5,0
25.0,0,1,12,1.0,55000.0,4,2,0
29.0,1,3,32,5.0,100000.0,1,2,0
33.0,0,1,13,8.0,120000.0,0,8,0
27.0,1,1,52,2.0,50000.0,4,0,0
43.0,0,2,0,19.0,185000.0,2,2,1
30.0,1,1,125,4.0,65000.0,3,3,0
34.0,0,1,16,9.0,130000.0,4,2,0
25.0,1,0,3,0.0,25000.0,1,2,0
31.0,0,2,12,6.0,100000.0,0,6,0
27.0,1,1,54,3.0,55000.0,2,9,0
33.0,0,3,74,10.0,150000.0,3,0,0
27.0,0,1,0,3.0,85000.0,0,2,0
35.0,1,2,107,11.0,160000.0,2,2,0
24.0,0,1,12,1.0,55000.0,0,0,0
28.0,1,3,32,5.0,100000.0,1,2,0
32.0,0,1,13,8.0,120000.0,1,7,0
26.0,1,1,52,2.0,50000.0,1,1,0
41.0,0,2,0,19.0,185000.0,3,0,1
29.0,1,1,125,4.0,65000.0,2,0,0
33.0,0,1,16,9.0,130000.0,1,7,0
24.0,1,0,3,0.0,25000.0,2,9,0
30.0,0,2,12,6.0,100000.0,0,6,0
26.0,1,1,54,3.0,55000.0,1,7,0
32.0,0,3,74,10.0,150000.0,4,2,0
22.0,1,0,126,0.0,25000.0,2,9,0
37.0,0,1,6,13.0,160000.0,0,2,0
38.0,1,2,16,14.0,170000.0,4,5,0
27.0,0,1,0,1.0,55000.0,0,2,0
31.0,1,1,8,4.0,65000.0,4,2,0
29.0,0,1,29,3.0,60000.0,3,4,0
34.0,1,3,61,11.0,160000.0,3,3,0
26.0,0,1,5,2.0,50000.0,2,2,0
31.0,1,2,24,8.0,120000.0,2,0,0
27.0,0,1,0,1.0,55000.0,0,2,0
31.0,1,1,8,4.0,65000.0,1,2,0
29.0,0,1,29,3.0,60000.0,4,2,0
34.0,1,3,61,11.0,160000.0,4,0,0
26.0,0,1,5,2.0,50000.0,3,4,0
31.0,1,2,24,8.0,120000.0,2,9,0
27.0,0,1,0,3.0,85000.0,3,0,0
35.0,1,2,107,11.0,160000.0,3,0,0
24.0,0,1,12,1.0,55000.0,1,0,0
28.0,1,3,32,5.0,100000.0,0,2,0
32.0,0,1,13,8.0,120000.0,4,2,0
26.0,1,1,52,2.0,50000.0,4,2,0
41.0,0,2,0,19.0,185000.0,4,0,1
29.0,1,1,125,4.0,65000.0,3,4,0
33.0,0,1,16,9.0,130000.0,2,9,0
24.0,1,0,3,0.0,25000.0,0,2,0
30.0,0,2,12,6.0,100000.0,4,2,0
26.0,1,1,54,3.0,55000.0,0,2,0
32.0,0,3,74,10.0,150000.0,1,1,0
22.0,1,0,126,0.0,25000.0,0,2,0
37.0,0,1,6,13.0,160000.0,2,9,0
38.0,1,2,16,14.0,170000.0,2,2,0
27.0,0,1,0,1.0,55000.0,3,0,0
31.0,1,1,8,4.0,65000.0,4,5,0
29.0,0,1,29,3.0,60000.0,0,6,0
34.0,1,3,61,11.0,160000.0,3,0,0
26.0,0,1,5,2.0,50000.0,1,0,0
31.0,1,2,24,8.0,120000.0,4,2,0
27.0,0,1,0,1.0,55000.0,3,0,0
31.0,1,1,8,4.0,65000.0,3,3,0
29.0,0,1,29,3.0,60000.0,3,4,0
34.0,1,3,61,11.0,160000.0,4,2,0
26.0,0,1,5,2.0,50000.0,0,2,0
31.0,1,2,24,8.0,120000.0,0,0,0
27.0,0,1,0,3.0,85000.0,3,0,0
35.0,1,2,107,11.0,160000.0,1,0,0
24.0,0,1,12,1.0,55000.0,0,0,0
28.0,1,3,32,5.0,100000.0,3,0,0
32.0,0,1,13,8.0,120000.0,3,4,0
26.0,1,1,52,2.0,50000.0,2,9,0
41.0,0,2,0,19.0,185000.0,2,2,1
29.0,1,1,125,4.0,65000.0,3,3,0
33.0,0,1,16,9.0,130000.0,0,2,0
24.0,1,0,3,0.0,25000.0,2,9,0
30.0,0,2,12,6.0,100000.0,4,0,0
26.0,1,1,54,3.0,55000.0,2,0,0
32.0,0,3,74,10.0,150000.0,1,1,0
22.0,1,0,126,0.0,25000.0,2,2,0
37.0,0,1,6,13.0,160000.0,0,8,0
38.0,1,2,16,14.0,170000.0,4,2,0
27.0,0,1,0,1.0,55000.0,2,2,0
31.0,1,1,8,4.0,65000.0,2,2,0
29.0,0,1,29,3.0,60000.0,4,5,0
34.0,1,3,61,11.0,160000.0,2,0,0
26.0,0,1,5,2.0,50000.0,1,1,0
31.0,1,2,24,8.0,120000.0,4,2,0
27.0,0,1,0,1.0,55000.0,4,2,0
31.0,1,1,8,4.0,65000.0,0,2,0
29.0,0,1,29,3.0,60000.0,0,8,0
34.0,1,3,61,11.0,160000.0,1,1,0
26.0,0,1,5,2.0,50000.0,1,2,0
31.0,1,2,24,8.0,120000.0,4,5,0
27.0,0,1,0,3.0,85000.0,4,0,0
35.0,1,2,107,11.0,160000.0,0,0,0
24.0,0,1,12,1.0,55000.0,0,8,0
28.0,1,3,32,5.0,100000.0,0,0,0
32.0,0,1,13,8.0,120000.0,4,0,0
26.0,1,1,52,2.0,50000.0,4,5,0
41.0,0,2,0,19.0,185000.0,4,2,1
29.0,1,1,125,4.0,65000.0,4,5,0
33.0,0,1,16,9.0,130000.0,2,0,0
24.0,1,0,3,0.0,25000.0,2,2,0
30.0,0,2,12,6.0,100000.0,3,3,0
26.0,1,1,54,3.0,55000.0,3,0,0
32.0,0,3,74,10.0,150000.0,2,9,0
22.0,1,0,126,0.0,25000.0,4,5,0
37.0,0,1,6,13.0,160000.0,0,6,0
38.0,1,2,16,14.0,170000.0,0,0,0
27.0,0,1,0,1.0,55000.0,4,2,0
31.0,1,1,8,4.0,65000.0,3,4,0
29.0,0,1,29,3.0,60000.0,1,1,0
34.0,1,3,61,11.0,160000.0,4,5,0
26.0,0,1,5,2.0,50000.0,0,8,0
31.0,1,2,24,8.0,120000.0,0,2,0
27.0,0,1,0,1.0,55000.0,1,7,0
31.0,1,1,8,4.0,65000.0,1,1,0
29.0,0,1,29,3.0,60000.0,1,2,0
34.0,1,3,61,11.0,160000.0,2,9,0
26.0,0,1,5,2.0,50000.0,0,2,0
31.0,1,2,24,8.0,120000.0,1,2,0
27.0,0,1,0,3.0,85000.0,3,4,0
35.0,1,2,107,11.0,160000.0,2,9,0
24.0,0,1,12,1.0,55000.0,0,8,0
28.0,1,3,32,5.0,100000.0,0,0,0
32.0,0,1,13,8.0,120000.0,4,2,0
26.0,1,1,52,2.0,50000.0,3,4,0
41.0,0,2,0,19.0,185000.0,1,1,1
29.0,1,1,125,4.0,65000.0,2,9,0
33.0,0,1,16,9.0,130000.0,4,0,0
24.0,1,0,3,0.0,25000.0,1,0,0
30.0,0,2,12,6.0,100000.0,1,0,0
26.0,1,1,127,7.0,100000.0,1,7,0
31.0,0,1,0,7.0,120000.0,4,0,0
26.0,1,1,52,2.0,50000.0,1,0,0
33.0,0,2,16,9.0,130000.0,1,0,0
29.0,1,0,58,3.0,35000.0,0,6,0
36.0,0,3,74,13.0,160000.0,0,0,0
27.0,1,1,8,2.0,50000.0,3,3,0
31.0,0,1,13,6.0,100000.0,1,0,0
28.0,1,2,12,4.0,80000.0,0,6,0
25.0,0,1,0,1.0,60000.0,2,2,0
30.0,1,1,7,5.0,90000.0,1,2,0
34.0,0,3,61,11.0,170000.0,0,8,0
28.0,1,1,5,3.0,60000.0,2,0,0
32.0,0,1,6,7.0,120000.0,2,9,0
24.0,1,0,126,0.0,25000.0,4,5,0
37.0,0,2,107,14.0,180000.0,2,9,0
39.0,1,1,24,16.0,200000.0,4,2,0
26.0,0,1,29,2.0,50000.0,4,5,0
31.0,1,3,32,8.0,140000.0,4,0,0
29.0,0,1,5,4.0,70000.0,4,0,0
33.0,1,2,16,9.0,130000.0,3,0,0
27.0,0,1,0,3.0,80000.0,3,3,0
36.0,1,3,74,12.0,160000.0,0,8,0
25.0,0,1,6,1.0,55000.0,1,2,0
30.0,1,1,8,5.0,85000.0,1,7,0
34.0,0,3,61,11.0,170000.0,1,2,0
